Epoch,Batch,Name,Mesh_Vertices,Target,Points_Shape
1,29,/home/mpelissi/Dataset/ModelNet40//chair/train/chair_0113_SMPLER.obj,2689,8,"torch.Size([2048, 3])"
1,29,/home/mpelissi/Dataset/ModelNet40//desk/train/desk_0075_SMPLER.obj,5750,12,"torch.Size([2048, 3])"
1,30,/home/mpelissi/Dataset/ModelNet40//airplane/train/airplane_0290_SMPLER.obj,20844,0,"torch.Size([2048, 3])"
1,30,/home/mpelissi/Dataset/ModelNet40//tv_stand/train/tv_stand_0102_SMPLER.obj,516,36,"torch.Size([2048, 3])"
1,31,/home/mpelissi/Dataset/ModelNet40//sofa/train/sofa_0587_SMPLER.obj,232,30,"torch.Size([2048, 3])"
1,31,/home/mpelissi/Dataset/ModelNet40//laptop/train/laptop_0059_SMPLER.obj,100,20,"torch.Size([2048, 3])"
1,32,/home/mpelissi/Dataset/ModelNet40//bench/train/bench_0022_SMPLER.obj,412,3,"torch.Size([2048, 3])"
1,32,/home/mpelissi/Dataset/ModelNet40//sofa/train/sofa_0618_SMPLER.obj,18935,30,"torch.Size([2048, 3])"
1,33,/home/mpelissi/Dataset/ModelNet40//bookshelf/train/bookshelf_0279_SMPLER.obj,840,4,"torch.Size([2048, 3])"
1,33,/home/mpelissi/Dataset/ModelNet40//desk/train/desk_0059_SMPLER.obj,445,12,"torch.Size([2048, 3])"
1,34,/home/mpelissi/Dataset/ModelNet40//door/train/door_0030_SMPLER.obj,458,13,"torch.Size([2048, 3])"
1,34,/home/mpelissi/Dataset/ModelNet40//tv_stand/train/tv_stand_0194_SMPLER.obj,299,36,"torch.Size([2048, 3])"
1,35,/home/mpelissi/Dataset/ModelNet40//plant/train/plant_0201_SMPLER.obj,1633,26,"torch.Size([2048, 3])"
1,35,/home/mpelissi/Dataset/ModelNet40//glass_box/train/glass_box_0115_SMPLER.obj,337,16,"torch.Size([2048, 3])"
1,36,/home/mpelissi/Dataset/ModelNet40//stairs/train/stairs_0100_SMPLER.obj,15271,31,"torch.Size([2048, 3])"
1,36,/home/mpelissi/Dataset/ModelNet40//bookshelf/train/bookshelf_0384_SMPLER.obj,80,4,"torch.Size([2048, 3])"
1,37,/home/mpelissi/Dataset/ModelNet40//chair/train/chair_0448_SMPLER.obj,2360,8,"torch.Size([2048, 3])"
1,37,/home/mpelissi/Dataset/ModelNet40//curtain/train/curtain_0123_SMPLER.obj,953,11,"torch.Size([2048, 3])"
1,38,/home/mpelissi/Dataset/ModelNet40//sofa/train/sofa_0385_SMPLER.obj,9812,30,"torch.Size([2048, 3])"
1,38,/home/mpelissi/Dataset/ModelNet40//bench/train/bench_0092_SMPLER.obj,92,3,"torch.Size([2048, 3])"
1,39,/home/mpelissi/Dataset/ModelNet40//dresser/train/dresser_0031_SMPLER.obj,204,14,"torch.Size([2048, 3])"
1,39,/home/mpelissi/Dataset/ModelNet40//bed/train/bed_0060_SMPLER.obj,3935,2,"torch.Size([2048, 3])"
1,40,/home/mpelissi/Dataset/ModelNet40//vase/train/vase_0095_SMPLER.obj,962,37,"torch.Size([2048, 3])"
1,40,/home/mpelissi/Dataset/ModelNet40//airplane/train/airplane_0464_SMPLER.obj,27310,0,"torch.Size([2048, 3])"
1,41,/home/mpelissi/Dataset/ModelNet40//laptop/train/laptop_0143_SMPLER.obj,6917,20,"torch.Size([2048, 3])"
1,41,/home/mpelissi/Dataset/ModelNet40//monitor/train/monitor_0154_SMPLER.obj,92,22,"torch.Size([2048, 3])"
1,42,/home/mpelissi/Dataset/ModelNet40//plant/train/plant_0147_SMPLER.obj,36158,26,"torch.Size([2048, 3])"
1,42,/home/mpelissi/Dataset/ModelNet40//chair/train/chair_0530_SMPLER.obj,887,8,"torch.Size([2048, 3])"
1,43,/home/mpelissi/Dataset/ModelNet40//chair/train/chair_0787_SMPLER.obj,2311,8,"torch.Size([2048, 3])"
1,43,/home/mpelissi/Dataset/ModelNet40//chair/train/chair_0370_SMPLER.obj,395,8,"torch.Size([2048, 3])"
1,44,/home/mpelissi/Dataset/ModelNet40//tent/train/tent_0154_SMPLER.obj,1604,34,"torch.Size([2048, 3])"
1,44,/home/mpelissi/Dataset/ModelNet40//monitor/train/monitor_0325_SMPLER.obj,523,22,"torch.Size([2048, 3])"
1,45,/home/mpelissi/Dataset/ModelNet40//airplane/train/airplane_0510_SMPLER.obj,9354,0,"torch.Size([2048, 3])"
1,45,/home/mpelissi/Dataset/ModelNet40//bookshelf/train/bookshelf_0135_SMPLER.obj,248,4,"torch.Size([2048, 3])"
1,46,/home/mpelissi/Dataset/ModelNet40//person/train/person_0082_SMPLER.obj,739,24,"torch.Size([2048, 3])"
1,46,/home/mpelissi/Dataset/ModelNet40//desk/train/desk_0003_SMPLER.obj,220,12,"torch.Size([2048, 3])"
1,47,/home/mpelissi/Dataset/ModelNet40//bowl/train/bowl_0047_SMPLER.obj,1540,6,"torch.Size([2048, 3])"
1,47,/home/mpelissi/Dataset/ModelNet40//stairs/train/stairs_0069_SMPLER.obj,269,31,"torch.Size([2048, 3])"
1,48,/home/mpelissi/Dataset/ModelNet40//bed/train/bed_0250_SMPLER.obj,306,2,"torch.Size([2048, 3])"
1,48,/home/mpelissi/Dataset/ModelNet40//vase/train/vase_0379_SMPLER.obj,2568,37,"torch.Size([2048, 3])"
1,49,/home/mpelissi/Dataset/ModelNet40//chair/train/chair_0373_SMPLER.obj,657,8,"torch.Size([2048, 3])"
1,49,/home/mpelissi/Dataset/ModelNet40//table/train/table_0255_SMPLER.obj,72,33,"torch.Size([2048, 3])"
1,50,/home/mpelissi/Dataset/ModelNet40//bookshelf/train/bookshelf_0200_SMPLER.obj,104,4,"torch.Size([2048, 3])"
1,50,/home/mpelissi/Dataset/ModelNet40//bookshelf/train/bookshelf_0445_SMPLER.obj,176,4,"torch.Size([2048, 3])"
1,51,/home/mpelissi/Dataset/ModelNet40//sofa/train/sofa_0575_SMPLER.obj,676,30,"torch.Size([2048, 3])"
1,51,/home/mpelissi/Dataset/ModelNet40//guitar/train/guitar_0113_SMPLER.obj,2989,17,"torch.Size([2048, 3])"
1,52,/home/mpelissi/Dataset/ModelNet40//mantel/train/mantel_0089_SMPLER.obj,501,21,"torch.Size([2048, 3])"
1,52,/home/mpelissi/Dataset/ModelNet40//tv_stand/train/tv_stand_0122_SMPLER.obj,82,36,"torch.Size([2048, 3])"
1,53,/home/mpelissi/Dataset/ModelNet40//chair/train/chair_0616_SMPLER.obj,8040,8,"torch.Size([2048, 3])"
1,53,/home/mpelissi/Dataset/ModelNet40//car/train/car_0147_SMPLER.obj,48382,7,"torch.Size([2048, 3])"
1,54,/home/mpelissi/Dataset/ModelNet40//bed/train/bed_0085_SMPLER.obj,30774,2,"torch.Size([2048, 3])"
1,54,/home/mpelissi/Dataset/ModelNet40//monitor/train/monitor_0378_SMPLER.obj,3067,22,"torch.Size([2048, 3])"
1,55,/home/mpelissi/Dataset/ModelNet40//tent/train/tent_0086_SMPLER.obj,14,34,"torch.Size([2048, 3])"
1,55,/home/mpelissi/Dataset/ModelNet40//sink/train/sink_0081_SMPLER.obj,3167,29,"torch.Size([2048, 3])"
1,56,/home/mpelissi/Dataset/ModelNet40//airplane/train/airplane_0565_SMPLER.obj,564,0,"torch.Size([2048, 3])"
1,56,/home/mpelissi/Dataset/ModelNet40//sofa/train/sofa_0073_SMPLER.obj,107,30,"torch.Size([2048, 3])"
1,57,/home/mpelissi/Dataset/ModelNet40//sofa/train/sofa_0157_SMPLER.obj,144,30,"torch.Size([2048, 3])"
1,57,/home/mpelissi/Dataset/ModelNet40//bed/train/bed_0388_SMPLER.obj,835,2,"torch.Size([2048, 3])"
1,58,/home/mpelissi/Dataset/ModelNet40//tent/train/tent_0051_SMPLER.obj,361,34,"torch.Size([2048, 3])"
1,58,/home/mpelissi/Dataset/ModelNet40//xbox/train/xbox_0015_SMPLER.obj,11159,39,"torch.Size([2048, 3])"
1,59,/home/mpelissi/Dataset/ModelNet40//toilet/train/toilet_0001_SMPLER.obj,3265,35,"torch.Size([2048, 3])"
1,59,/home/mpelissi/Dataset/ModelNet40//lamp/train/lamp_0040_SMPLER.obj,1095,19,"torch.Size([2048, 3])"
1,60,/home/mpelissi/Dataset/ModelNet40//vase/train/vase_0121_SMPLER.obj,1296,37,"torch.Size([2048, 3])"
1,60,/home/mpelissi/Dataset/ModelNet40//bookshelf/train/bookshelf_0041_SMPLER.obj,4255,4,"torch.Size([2048, 3])"
1,61,/home/mpelissi/Dataset/ModelNet40//dresser/train/dresser_0127_SMPLER.obj,376,14,"torch.Size([2048, 3])"
1,61,/home/mpelissi/Dataset/ModelNet40//bowl/train/bowl_0007_SMPLER.obj,687,6,"torch.Size([2048, 3])"
1,62,/home/mpelissi/Dataset/ModelNet40//monitor/train/monitor_0343_SMPLER.obj,2700,22,"torch.Size([2048, 3])"
1,62,/home/mpelissi/Dataset/ModelNet40//monitor/train/monitor_0143_SMPLER.obj,916,22,"torch.Size([2048, 3])"
1,63,/home/mpelissi/Dataset/ModelNet40//chair/train/chair_0550_SMPLER.obj,5152,8,"torch.Size([2048, 3])"
1,63,/home/mpelissi/Dataset/ModelNet40//chair/train/chair_0085_SMPLER.obj,1571,8,"torch.Size([2048, 3])"
1,64,/home/mpelissi/Dataset/ModelNet40//cone/train/cone_0027_SMPLER.obj,17,9,"torch.Size([2048, 3])"
1,64,/home/mpelissi/Dataset/ModelNet40//laptop/train/laptop_0075_SMPLER.obj,255,20,"torch.Size([2048, 3])"
1,65,/home/mpelissi/Dataset/ModelNet40//chair/train/chair_0099_SMPLER.obj,3740,8,"torch.Size([2048, 3])"
1,65,/home/mpelissi/Dataset/ModelNet40//mantel/train/mantel_0247_SMPLER.obj,1303,21,"torch.Size([2048, 3])"
1,66,/home/mpelissi/Dataset/ModelNet40//desk/train/desk_0196_SMPLER.obj,14217,12,"torch.Size([2048, 3])"
1,66,/home/mpelissi/Dataset/ModelNet40//bottle/train/bottle_0109_SMPLER.obj,1255,5,"torch.Size([2048, 3])"
1,67,/home/mpelissi/Dataset/ModelNet40//desk/train/desk_0123_SMPLER.obj,328,12,"torch.Size([2048, 3])"
1,67,/home/mpelissi/Dataset/ModelNet40//cone/train/cone_0138_SMPLER.obj,50,9,"torch.Size([2048, 3])"
1,68,/home/mpelissi/Dataset/ModelNet40//tv_stand/train/tv_stand_0224_SMPLER.obj,15347,36,"torch.Size([2048, 3])"
1,68,/home/mpelissi/Dataset/ModelNet40//stairs/train/stairs_0025_SMPLER.obj,591,31,"torch.Size([2048, 3])"
1,69,/home/mpelissi/Dataset/ModelNet40//tent/train/tent_0056_SMPLER.obj,1483,34,"torch.Size([2048, 3])"
1,69,/home/mpelissi/Dataset/ModelNet40//tent/train/tent_0053_SMPLER.obj,212,34,"torch.Size([2048, 3])"
1,70,/home/mpelissi/Dataset/ModelNet40//sofa/train/sofa_0366_SMPLER.obj,41200,30,"torch.Size([2048, 3])"
1,70,/home/mpelissi/Dataset/ModelNet40//bottle/train/bottle_0058_SMPLER.obj,3840,5,"torch.Size([2048, 3])"
1,71,/home/mpelissi/Dataset/ModelNet40//monitor/train/monitor_0200_SMPLER.obj,158,22,"torch.Size([2048, 3])"
1,71,/home/mpelissi/Dataset/ModelNet40//keyboard/train/keyboard_0113_SMPLER.obj,1646,18,"torch.Size([2048, 3])"
1,72,/home/mpelissi/Dataset/ModelNet40//monitor/train/monitor_0046_SMPLER.obj,872,22,"torch.Size([2048, 3])"
1,72,/home/mpelissi/Dataset/ModelNet40//bed/train/bed_0015_SMPLER.obj,1422,2,"torch.Size([2048, 3])"
1,73,/home/mpelissi/Dataset/ModelNet40//bench/train/bench_0061_SMPLER.obj,96,3,"torch.Size([2048, 3])"
1,73,/home/mpelissi/Dataset/ModelNet40//bed/train/bed_0325_SMPLER.obj,4819,2,"torch.Size([2048, 3])"
1,74,/home/mpelissi/Dataset/ModelNet40//bookshelf/train/bookshelf_0371_SMPLER.obj,112,4,"torch.Size([2048, 3])"
1,74,/home/mpelissi/Dataset/ModelNet40//airplane/train/airplane_0404_SMPLER.obj,19129,0,"torch.Size([2048, 3])"
1,75,/home/mpelissi/Dataset/ModelNet40//sink/train/sink_0050_SMPLER.obj,1076,29,"torch.Size([2048, 3])"
1,75,/home/mpelissi/Dataset/ModelNet40//dresser/train/dresser_0006_SMPLER.obj,270,14,"torch.Size([2048, 3])"
1,76,/home/mpelissi/Dataset/ModelNet40//bookshelf/train/bookshelf_0042_SMPLER.obj,144,4,"torch.Size([2048, 3])"
1,76,/home/mpelissi/Dataset/ModelNet40//piano/train/piano_0192_SMPLER.obj,6001,25,"torch.Size([2048, 3])"
1,77,/home/mpelissi/Dataset/ModelNet40//monitor/train/monitor_0063_SMPLER.obj,391,22,"torch.Size([2048, 3])"
1,77,/home/mpelissi/Dataset/ModelNet40//mantel/train/mantel_0042_SMPLER.obj,605,21,"torch.Size([2048, 3])"
1,78,/home/mpelissi/Dataset/ModelNet40//bed/train/bed_0461_SMPLER.obj,1820,2,"torch.Size([2048, 3])"
1,78,/home/mpelissi/Dataset/ModelNet40//dresser/train/dresser_0111_SMPLER.obj,2788,14,"torch.Size([2048, 3])"
1,79,/home/mpelissi/Dataset/ModelNet40//cone/train/cone_0049_SMPLER.obj,17,9,"torch.Size([2048, 3])"
1,79,/home/mpelissi/Dataset/ModelNet40//bottle/train/bottle_0259_SMPLER.obj,9628,5,"torch.Size([2048, 3])"
1,80,/home/mpelissi/Dataset/ModelNet40//airplane/train/airplane_0240_SMPLER.obj,6477,0,"torch.Size([2048, 3])"
1,80,/home/mpelissi/Dataset/ModelNet40//mantel/train/mantel_0229_SMPLER.obj,1760,21,"torch.Size([2048, 3])"
1,81,/home/mpelissi/Dataset/ModelNet40//vase/train/vase_0444_SMPLER.obj,2237,37,"torch.Size([2048, 3])"
1,81,/home/mpelissi/Dataset/ModelNet40//chair/train/chair_0293_SMPLER.obj,5014,8,"torch.Size([2048, 3])"
1,82,/home/mpelissi/Dataset/ModelNet40//chair/train/chair_0333_SMPLER.obj,400,8,"torch.Size([2048, 3])"
1,82,/home/mpelissi/Dataset/ModelNet40//bookshelf/train/bookshelf_0546_SMPLER.obj,147,4,"torch.Size([2048, 3])"
1,83,/home/mpelissi/Dataset/ModelNet40//stool/train/stool_0025_SMPLER.obj,2288,32,"torch.Size([2048, 3])"
1,83,/home/mpelissi/Dataset/ModelNet40//range_hood/train/range_hood_0018_SMPLER.obj,16,28,"torch.Size([2048, 3])"
1,84,/home/mpelissi/Dataset/ModelNet40//chair/train/chair_0093_SMPLER.obj,982,8,"torch.Size([2048, 3])"
1,84,/home/mpelissi/Dataset/ModelNet40//bottle/train/bottle_0044_SMPLER.obj,288,5,"torch.Size([2048, 3])"
1,85,/home/mpelissi/Dataset/ModelNet40//guitar/train/guitar_0024_SMPLER.obj,38807,17,"torch.Size([2048, 3])"
1,85,/home/mpelissi/Dataset/ModelNet40//sofa/train/sofa_0298_SMPLER.obj,76468,30,"torch.Size([2048, 3])"
1,86,/home/mpelissi/Dataset/ModelNet40//keyboard/train/keyboard_0020_SMPLER.obj,221409,18,"torch.Size([2048, 3])"
1,86,/home/mpelissi/Dataset/ModelNet40//stairs/train/stairs_0105_SMPLER.obj,5984,31,"torch.Size([2048, 3])"
1,87,/home/mpelissi/Dataset/ModelNet40//tent/train/tent_0152_SMPLER.obj,279,34,"torch.Size([2048, 3])"
1,87,/home/mpelissi/Dataset/ModelNet40//flower_pot/train/flower_pot_0125_SMPLER.obj,217,15,"torch.Size([2048, 3])"
1,88,/home/mpelissi/Dataset/ModelNet40//airplane/train/airplane_0190_SMPLER.obj,60686,0,"torch.Size([2048, 3])"
1,88,/home/mpelissi/Dataset/ModelNet40//toilet/train/toilet_0269_SMPLER.obj,1813,35,"torch.Size([2048, 3])"
1,89,/home/mpelissi/Dataset/ModelNet40//bottle/train/bottle_0183_SMPLER.obj,2472,5,"torch.Size([2048, 3])"
1,89,/home/mpelissi/Dataset/ModelNet40//tv_stand/train/tv_stand_0232_SMPLER.obj,351,36,"torch.Size([2048, 3])"
1,90,/home/mpelissi/Dataset/ModelNet40//night_stand/train/night_stand_0116_SMPLER.obj,181,23,"torch.Size([2048, 3])"
1,90,/home/mpelissi/Dataset/ModelNet40//bookshelf/train/bookshelf_0050_SMPLER.obj,164,4,"torch.Size([2048, 3])"
1,91,/home/mpelissi/Dataset/ModelNet40//desk/train/desk_0079_SMPLER.obj,232,12,"torch.Size([2048, 3])"
1,91,/home/mpelissi/Dataset/ModelNet40//car/train/car_0178_SMPLER.obj,23382,7,"torch.Size([2048, 3])"
1,92,/home/mpelissi/Dataset/ModelNet40//plant/train/plant_0001_SMPLER.obj,47343,26,"torch.Size([2048, 3])"
1,92,/home/mpelissi/Dataset/ModelNet40//chair/train/chair_0193_SMPLER.obj,216,8,"torch.Size([2048, 3])"
1,93,/home/mpelissi/Dataset/ModelNet40//bottle/train/bottle_0277_SMPLER.obj,3575,5,"torch.Size([2048, 3])"
1,93,/home/mpelissi/Dataset/ModelNet40//desk/train/desk_0122_SMPLER.obj,81,12,"torch.Size([2048, 3])"
1,94,/home/mpelissi/Dataset/ModelNet40//sofa/train/sofa_0608_SMPLER.obj,47800,30,"torch.Size([2048, 3])"
1,94,/home/mpelissi/Dataset/ModelNet40//car/train/car_0093_SMPLER.obj,7018,7,"torch.Size([2048, 3])"
1,95,/home/mpelissi/Dataset/ModelNet40//piano/train/piano_0158_SMPLER.obj,1315,25,"torch.Size([2048, 3])"
1,95,/home/mpelissi/Dataset/ModelNet40//vase/train/vase_0227_SMPLER.obj,110,37,"torch.Size([2048, 3])"
1,96,/home/mpelissi/Dataset/ModelNet40//bed/train/bed_0309_SMPLER.obj,2732,2,"torch.Size([2048, 3])"
1,96,/home/mpelissi/Dataset/ModelNet40//cone/train/cone_0082_SMPLER.obj,104,9,"torch.Size([2048, 3])"
1,97,/home/mpelissi/Dataset/ModelNet40//sofa/train/sofa_0135_SMPLER.obj,60390,30,"torch.Size([2048, 3])"
1,97,/home/mpelissi/Dataset/ModelNet40//stairs/train/stairs_0123_SMPLER.obj,507,31,"torch.Size([2048, 3])"
1,98,/home/mpelissi/Dataset/ModelNet40//desk/train/desk_0077_SMPLER.obj,369,12,"torch.Size([2048, 3])"
1,98,/home/mpelissi/Dataset/ModelNet40//plant/train/plant_0057_SMPLER.obj,115280,26,"torch.Size([2048, 3])"
1,99,/home/mpelissi/Dataset/ModelNet40//monitor/train/monitor_0346_SMPLER.obj,537,22,"torch.Size([2048, 3])"
1,99,/home/mpelissi/Dataset/ModelNet40//sofa/train/sofa_0615_SMPLER.obj,741,30,"torch.Size([2048, 3])"
1,100,/home/mpelissi/Dataset/ModelNet40//bed/train/bed_0189_SMPLER.obj,9940,2,"torch.Size([2048, 3])"
1,100,/home/mpelissi/Dataset/ModelNet40//dresser/train/dresser_0057_SMPLER.obj,612,14,"torch.Size([2048, 3])"
1,101,/home/mpelissi/Dataset/ModelNet40//bookshelf/train/bookshelf_0194_SMPLER.obj,1310,4,"torch.Size([2048, 3])"
1,101,/home/mpelissi/Dataset/ModelNet40//person/train/person_0004_SMPLER.obj,3183,24,"torch.Size([2048, 3])"
1,102,/home/mpelissi/Dataset/ModelNet40//bottle/train/bottle_0287_SMPLER.obj,1825,5,"torch.Size([2048, 3])"
1,102,/home/mpelissi/Dataset/ModelNet40//chair/train/chair_0689_SMPLER.obj,5688,8,"torch.Size([2048, 3])"
1,103,/home/mpelissi/Dataset/ModelNet40//bookshelf/train/bookshelf_0450_SMPLER.obj,61671,4,"torch.Size([2048, 3])"
1,103,/home/mpelissi/Dataset/ModelNet40//airplane/train/airplane_0262_SMPLER.obj,15953,0,"torch.Size([2048, 3])"
1,104,/home/mpelissi/Dataset/ModelNet40//plant/train/plant_0194_SMPLER.obj,16356,26,"torch.Size([2048, 3])"
1,104,/home/mpelissi/Dataset/ModelNet40//bench/train/bench_0026_SMPLER.obj,838,3,"torch.Size([2048, 3])"
1,105,/home/mpelissi/Dataset/ModelNet40//sofa/train/sofa_0142_SMPLER.obj,322,30,"torch.Size([2048, 3])"
1,105,/home/mpelissi/Dataset/ModelNet40//dresser/train/dresser_0108_SMPLER.obj,328,14,"torch.Size([2048, 3])"
1,106,/home/mpelissi/Dataset/ModelNet40//lamp/train/lamp_0044_SMPLER.obj,4278,19,"torch.Size([2048, 3])"
